timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.648267,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,0.283271,-0.367571,-0.131191,map,1,10.273333,2
1628249885.160760,0.512547,0.024686,-0.003429,0.000291,0.000072,-0.121515,0.992590,0.000000,0.000000,0.000000,0.562841,-0.229084,0.010809,map,1,10.023333,2
1628249886.660775,1.003952,-0.052798,-0.000982,-0.000635,-0.000272,-0.253950,0.967217,0.000000,0.000000,0.000000,1.122155,-0.612759,-0.067192,map,1,10.043333,2
1628249887.673274,1.505651,-0.308722,-0.005835,-0.001334,-0.000115,-0.394983,0.918688,0.000000,0.000000,0.000000,1.497216,-1.053626,-0.046192,map,1,10.016667,2
1628249888.673219,2.007146,-0.817950,-0.003870,0.000762,0.004640,-0.473959,0.880534,0.000000,0.000000,0.000000,1.816549,-1.618654,0.137808,map,1,9.980000,2
1628249889.673281,2.311761,-1.270871,-0.012254,0.000172,0.002648,-0.496841,0.867837,0.000000,0.000000,0.000000,1.955760,-2.106302,0.131808,map,1,9.966667,2
1628249890.673296,2.590987,-1.702806,-0.014707,-0.000135,0.001712,-0.527927,0.849288,0.000000,0.000000,0.000000,2.113733,-2.649026,0.044808,map,1,9.940000,2
1628249891.673245,2.861112,-2.209983,-0.027108,0.000424,0.000972,-0.561049,0.827782,0.000000,0.000000,0.000000,2.247687,-3.256658,-0.096192,map,1,9.946667,2
1628249892.685758,3.105005,-2.811012,-0.027792,0.001397,0.000100,-0.590642,0.806932,0.000000,0.000000,0.000000,2.351057,-3.938130,-0.155193,map,1,9.936667,2
1628249893.685804,3.328776,-3.487733,-0.032749,0.002708,-0.000269,-0.623717,0.781645,0.000000,0.000000,0.000000,2.412773,-4.644022,-0.240193,map,1,9.940000,2
1628249894.685817,3.441091,-4.227422,-0.025494,0.001553,-0.001503,-0.608479,0.793567,0.000000,0.000000,0.000000,2.371479,-5.425553,-0.262194,map,1,10.040000,2
1628249895.685816,3.686134,-4.982086,-0.037717,-0.002936,-0.001226,-0.506489,0.862241,0.000000,0.000000,0.000000,2.451017,-6.268395,-0.141195,map,1,10.166667,2
1628249896.685828,4.119394,-5.651134,-0.027145,-0.003409,0.000084,-0.423787,0.905756,0.000000,0.000000,0.000000,2.711618,-7.106742,0.024804,map,1,10.223333,2
1628249897.698345,4.685051,-6.289814,-0.042698,-0.001559,-0.001876,-0.363969,0.931408,0.000000,0.000000,0.000000,3.040141,-7.884938,0.178803,map,1,10.270000,2
1628249898.685826,5.360205,-6.830595,-0.026933,0.001414,-0.000684,-0.356472,0.934305,0.000000,0.000000,0.000000,3.483682,-8.555042,0.170802,map,1,10.366667,2
1628249899.698345,5.975977,-7.391895,-0.030333,0.004661,-0.000794,-0.386245,0.922384,0.000000,0.000000,0.000000,3.863432,-9.150724,0.030801,map,1,10.463333,2
1628249900.710847,6.397552,-7.817008,-0.026738,0.005859,-0.000504,-0.403030,0.915168,0.000000,0.000000,0.000000,4.171696,-9.666331,-0.106199,map,1,10.540000,2
1628249901.710859,6.904344,-8.352510,-0.023846,0.005849,0.000207,-0.419210,0.907871,0.000000,0.000000,0.000000,4.530804,-10.370686,-0.027201,map,1,10.583333,2
1628249902.698299,7.551267,-9.111105,-0.055999,-0.000247,-0.008190,-0.437421,0.899220,0.000000,0.000000,0.000000,4.977155,-11.359353,-0.156203,map,1,10.600000,2
1628249903.210801,7.906907,-9.540033,-0.009723,0.006758,0.008712,-0.445308,0.895309,0.000000,0.000000,0.000000,4.977155,-11.359353,-0.156203,map,1,10.600000,2
1628249903.698346,8.274927,-10.001778,-0.126780,0.004886,0.016201,-0.451696,0.892011,0.000000,0.000000,0.000000,5.414873,-12.424238,-0.268205,map,1,10.593333,2
1628249904.210807,8.583420,-10.455334,0.022709,-0.005821,-0.010071,-0.449562,0.893173,0.000000,0.000000,0.000000,5.414873,-12.424238,-0.268205,map,1,10.593333,2
1628249904.698309,8.934204,-10.918977,-0.105785,0.008421,-0.000098,-0.440987,0.897474,0.000000,0.000000,0.000000,5.896496,-13.493880,-0.474207,map,1,10.616667,2
1628249905.198363,9.294850,-11.361000,-0.065306,0.005767,-0.000169,-0.435314,0.900260,0.000000,0.000000,0.000000,5.896496,-13.493880,-0.474207,map,1,10.616667,2
1628249905.723303,9.672695,-11.834274,-0.076995,0.002853,-0.003393,-0.428460,0.903550,0.000000,0.000000,0.000000,6.365356,-14.774312,-0.550211,map,1,10.680000,2
1628249906.198313,10.134347,-12.377400,-0.071895,0.000850,-0.001361,-0.419381,0.907809,0.000000,0.000000,0.000000,6.365356,-14.774312,-0.550211,map,1,10.680000,2
1628249906.723313,10.645422,-12.973228,-0.085755,-0.003091,-0.008421,-0.408773,0.912592,0.000000,0.000000,0.000000,7.121098,-16.293174,-0.358215,map,1,10.760000,2
1628249907.210877,11.238590,-13.593898,-0.088758,0.003423,0.006119,-0.397391,0.917623,0.000000,0.000000,0.000000,7.121098,-16.293174,-0.358215,map,1,10.760000,2
1628249907.710899,11.849902,-14.246720,-0.080905,0.003584,-0.001658,-0.383239,0.923641,0.000000,0.000000,0.000000,8.093174,-17.888515,-0.337220,map,1,10.766667,2
1628249908.210845,12.493808,-14.854645,-0.070178,0.003297,-0.001122,-0.373618,0.927576,0.000000,0.000000,0.000000,8.093174,-17.888515,-0.337220,map,1,10.766667,2
1628249908.710833,13.183854,-15.501583,-0.071855,0.000573,-0.001081,-0.369073,0.929400,0.000000,0.000000,0.000000,9.055307,-19.449025,-0.368226,map,1,10.783333,2
1628249909.210954,13.932805,-16.191065,-0.095428,0.000400,0.004053,-0.368563,0.929594,0.000000,0.000000,0.000000,9.055307,-19.449025,-0.368226,map,1,10.783333,2
1628249909.710876,14.678724,-16.831541,-0.106341,-0.005445,-0.001465,-0.382100,0.924104,0.000000,0.000000,0.000000,10.043895,-21.070265,-0.431233,map,1,10.793333,2
1628249910.210883,15.387791,-17.513070,-0.081316,-0.004716,0.006804,-0.428194,0.903649,0.000000,0.000000,0.000000,10.043895,-21.070265,-0.431233,map,1,10.793333,2
1628249910.723339,16.000083,-18.244209,-0.108606,-0.008931,0.005855,-0.464609,0.885452,0.000000,0.000000,0.000000,10.926283,-22.819842,-0.226240,map,1,10.716667,2
1628249911.223408,16.557384,-19.045286,-0.106294,-0.006625,0.005087,-0.493502,0.869705,0.000000,0.000000,0.000000,10.926283,-22.819842,-0.226240,map,1,10.716667,2
1628249911.710848,16.990637,-19.824870,-0.106466,-0.000388,0.000096,-0.467687,0.883894,0.000000,0.000000,0.000000,11.668510,-24.727831,-0.211248,map,1,10.680000,2
1628249912.223343,17.526527,-20.670319,-0.118467,0.004849,0.001381,-0.397994,0.917374,0.000000,0.000000,0.000000,11.668510,-24.727831,-0.211248,map,1,10.680000,2
1628249912.723342,18.324236,-21.423459,-0.131209,0.003531,0.003056,-0.363141,0.931722,0.000000,0.000000,0.000000,12.674735,-26.389558,-0.306257,map,1,10.640000,2
1628249913.210852,19.094886,-22.094372,-0.136544,-0.000900,0.002158,-0.392801,0.919620,0.000000,0.000000,0.000000,12.674735,-26.389558,-0.306257,map,1,10.640000,2
1628249913.723345,19.780750,-22.804773,-0.132877,-0.001447,0.004004,-0.424350,0.905488,0.000000,0.000000,0.000000,13.574575,-28.083159,-0.385266,map,1,10.556667,2
1628249914.223342,20.412076,-23.540207,-0.148663,-0.000995,0.001790,-0.444471,0.895791,0.000000,0.000000,0.000000,13.574575,-28.083159,-0.385266,map,1,10.556667,2
1628249914.710859,21.012969,-24.309665,-0.154447,-0.000976,0.001682,-0.463254,0.886223,0.000000,0.000000,0.000000,14.370280,-29.837811,-0.369275,map,1,10.426667,2
1628249915.223393,21.564503,-25.091201,-0.165318,0.000895,0.001958,-0.479100,0.877758,0.000000,0.000000,0.000000,14.370280,-29.837811,-0.369275,map,1,10.426667,2
1628249915.723415,22.109179,-25.939533,-0.173489,0.000788,0.001963,-0.504736,0.863271,0.000000,0.000000,0.000000,14.963156,-31.691042,-0.519285,map,1,10.310000,2
1628249916.235867,22.628493,-26.772559,-0.175751,0.001087,0.000971,-0.525371,0.850872,0.000000,0.000000,0.000000,14.963156,-31.691042,-0.519285,map,1,10.310000,2
1628249916.723407,23.071540,-27.662276,-0.187347,-0.000681,0.002085,-0.529418,0.848358,0.000000,0.000000,0.000000,15.512128,-33.539517,-0.653296,map,1,10.220000,2
1628249917.235862,23.503386,-28.497653,-0.185134,0.001829,0.002312,-0.507411,0.861699,0.000000,0.000000,0.000000,15.512128,-33.539517,-0.653296,map,1,10.220000,2
1628249917.723418,23.969480,-29.358716,-0.195127,0.003028,0.001721,-0.472887,0.881116,0.000000,0.000000,0.000000,16.166361,-35.341530,-0.650307,map,1,10.140000,2
1628249918.248366,24.532361,-30.140300,-0.201633,0.003828,-0.000669,-0.427474,0.904019,0.000000,0.000000,0.000000,16.166361,-35.341530,-0.650307,map,1,10.140000,2
1628249918.735863,25.163879,-30.906714,-0.212604,0.006438,-0.000513,-0.368927,0.929436,0.000000,0.000000,0.000000,17.216493,-37.008013,-0.796319,map,1,10.130000,2
1628249919.235871,25.895519,-31.612080,-0.225097,0.007587,-0.001401,-0.313197,0.949657,0.000000,0.000000,0.000000,17.216493,-37.008013,-0.796319,map,1,10.130000,2
1628249919.735875,26.729556,-32.265164,-0.229490,0.004617,0.001715,-0.302069,0.953273,0.000000,0.000000,0.000000,18.617681,-38.616084,-0.810333,map,1,10.143333,2
1628249920.248418,27.600286,-32.852873,-0.233430,-0.000826,0.006118,-0.346090,0.938181,0.000000,0.000000,0.000000,18.617681,-38.616084,-0.810333,map,1,10.143333,2
