timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.636491,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,0.316852,-0.324859,-0.150558,map,1,10.273333,2
1628249885.661494,0.683465,0.016867,-0.002497,-0.000071,-0.000112,-0.163977,0.986464,0.000000,0.000000,0.000000,0.882713,-0.370231,-0.138558,map,1,10.013333,2
1628249886.649029,1.004087,-0.051970,-0.000969,-0.000666,-0.000323,-0.253092,0.967442,0.000000,0.000000,0.000000,1.142955,-0.610161,-0.086558,map,1,10.043333,2
1628249887.661435,1.506313,-0.307241,-0.005900,-0.001378,-0.000190,-0.393774,0.919206,0.000000,0.000000,0.000000,1.496350,-1.068579,-0.065558,map,1,10.016667,2
1628249888.661432,2.005625,-0.810714,-0.002966,0.000680,0.004468,-0.472403,0.881371,0.000000,0.000000,0.000000,1.788102,-1.648329,0.118442,map,1,9.980000,2
1628249889.673918,2.315754,-1.266057,-0.011012,0.000160,0.002562,-0.494966,0.868908,0.000000,0.000000,0.000000,1.903667,-2.142116,0.112442,map,1,9.966667,2
1628249890.686417,2.597743,-1.696941,-0.014955,-0.000181,0.001548,-0.525724,0.850654,0.000000,0.000000,0.000000,2.035320,-2.691818,0.025441,map,1,9.940000,2
1628249891.673922,2.870099,-2.205404,-0.027767,0.000340,0.000776,-0.558527,0.829486,0.000000,0.000000,0.000000,2.139857,-3.305195,-0.115559,map,1,9.946667,2
1628249892.673916,3.120186,-2.808566,-0.026279,0.001350,-0.000076,-0.587831,0.808982,0.000000,0.000000,0.000000,2.210289,-3.990855,-0.174559,map,1,9.936667,2
1628249893.686415,3.343126,-3.476546,-0.030339,0.002707,-0.000464,-0.620676,0.784062,0.000000,0.000000,0.000000,2.237939,-4.698900,-0.259560,map,1,9.940000,2
1628249894.673895,3.464921,-4.217540,-0.023557,0.001540,-0.001687,-0.605165,0.796097,0.000000,0.000000,0.000000,2.159057,-5.477536,-0.281560,map,1,10.040000,2
1628249895.686446,3.708237,-4.961512,-0.034973,-0.002934,-0.001591,-0.502440,0.864606,0.000000,0.000000,0.000000,2.197913,-6.323230,-0.160561,map,1,10.166667,2
1628249896.698901,4.152340,-5.634986,-0.023122,-0.003350,-0.000189,-0.419389,0.907801,0.000000,0.000000,0.000000,2.417838,-7.173155,0.005438,map,1,10.223333,2
1628249897.686379,4.720990,-6.265323,-0.040960,-0.001807,-0.002204,-0.358925,0.933362,0.000000,0.000000,0.000000,2.708504,-7.966268,0.159437,map,1,10.270000,2
1628249898.698872,5.403871,-6.795791,-0.023194,0.001140,-0.000976,-0.351159,0.936315,0.000000,0.000000,0.000000,3.119260,-8.656954,0.151436,map,1,10.366667,2
1628249899.698886,6.022955,-7.355688,-0.025341,0.004492,-0.001180,-0.380575,0.924738,0.000000,0.000000,0.000000,3.469882,-9.270234,0.011435,map,1,10.463333,2
1628249900.711366,6.447228,-7.768799,-0.021156,0.005745,-0.000775,-0.397141,0.917739,0.000000,0.000000,0.000000,3.752959,-9.800087,-0.125566,map,1,10.540000,2
1628249901.698902,6.968480,-8.297380,-0.018411,0.005855,-0.000197,-0.413223,0.910611,0.000000,0.000000,0.000000,4.077730,-10.520919,-0.046567,map,1,10.583333,2
1628249902.698857,7.625853,-9.049299,-0.048914,-0.000296,-0.008611,-0.431083,0.902271,0.000000,0.000000,0.000000,4.475951,-11.529934,-0.175569,map,1,10.600000,2
1628249903.711391,8.363345,-9.936563,-0.120524,0.004519,0.015711,-0.443958,0.895898,0.000000,0.000000,0.000000,4.861878,-12.614663,-0.287571,map,1,10.593333,2
1628249904.711347,9.035422,-10.831005,-0.093799,0.008416,-0.000593,-0.431685,0.901985,0.000000,0.000000,0.000000,5.291431,-13.706258,-0.493574,map,1,10.616667,2
1628249905.711340,9.803508,-11.737104,-0.066829,0.002710,-0.004081,-0.417652,0.908594,0.000000,0.000000,0.000000,5.698085,-15.007783,-0.569577,map,1,10.680000,2
1628249906.723859,10.798693,-12.853730,-0.073067,-0.003101,-0.009206,-0.396489,0.917988,0.000000,0.000000,0.000000,6.379805,-16.561278,-0.377582,map,1,10.760000,2
1628249907.711377,12.031966,-14.086929,-0.061397,0.003236,-0.002306,-0.369538,0.929207,0.000000,0.000000,0.000000,7.273925,-18.201581,-0.356587,map,1,10.766667,2
1628249908.723814,13.405837,-15.299830,-0.053210,0.000269,-0.002166,-0.354119,0.935198,0.000000,0.000000,0.000000,8.159791,-19.806614,-0.387593,map,1,10.783333,2
1628249909.723813,14.951699,-16.588602,-0.082124,-0.005803,-0.002651,-0.366188,0.930519,0.000000,0.000000,0.000000,9.069157,-21.473581,-0.450599,map,1,10.793333,2
1628249910.711298,16.317398,-17.955886,-0.079936,-0.009349,0.004611,-0.448613,0.893665,0.000000,0.000000,0.000000,9.866266,-23.263622,-0.245606,map,1,10.716667,2
1628249911.711320,17.361330,-19.493629,-0.076975,-0.000566,-0.001084,-0.450794,0.892627,0.000000,0.000000,0.000000,10.515747,-25.205141,-0.230615,map,1,10.680000,2
1628249912.711293,18.751119,-21.035095,-0.093586,0.002838,0.001889,-0.344455,0.938797,0.000000,0.000000,0.000000,11.440780,-26.913398,-0.325623,map,1,10.640000,2
1628249913.723816,20.262590,-22.350684,-0.089283,-0.002149,0.002513,-0.405111,0.914262,0.000000,0.000000,0.000000,12.258015,-28.648368,-0.404632,map,1,10.556667,2
1628249914.723788,21.575964,-23.818540,-0.105380,-0.001442,0.000234,-0.443837,0.896106,0.000000,0.000000,0.000000,12.968297,-30.439304,-0.388642,map,1,10.426667,2
1628249915.736274,22.749476,-25.405453,-0.117406,0.000045,0.000665,-0.485391,0.874297,0.000000,0.000000,0.000000,13.471238,-32.318936,-0.538652,map,1,10.310000,2
1628249916.736272,23.780952,-27.072861,-0.128049,-0.001085,0.000761,-0.509815,0.860283,0.000000,0.000000,0.000000,13.930555,-34.191703,-0.672662,map,1,10.220000,2
1628249917.736264,24.750725,-28.721394,-0.130611,0.002697,0.000340,-0.452433,0.891794,0.000000,0.000000,0.000000,14.497248,-36.023132,-0.669674,map,1,10.140000,2
1628249918.723819,26.008732,-30.211347,-0.141519,0.005876,-0.001857,-0.347038,0.937831,0.000000,0.000000,0.000000,15.465908,-37.738253,-0.815686,map,1,10.130000,2
1628249919.736300,27.641279,-31.497342,-0.154317,0.003770,0.000552,-0.279367,0.960177,0.000000,0.000000,0.000000,16.788029,-39.411937,-0.829699,map,1,10.143333,2
1628249920.736223,29.348501,-32.670168,-0.161510,-0.004043,0.005019,-0.379830,0.925034,0.000000,0.000000,0.000000,17.981384,-41.138152,-1.008713,map,1,10.083333,2
1628249921.736235,30.685935,-34.099801,-0.185284,-0.002136,0.005849,-0.454044,0.890957,0.000000,0.000000,0.000000,18.758371,-42.983261,-1.141727,map,1,10.023333,2
1628249922.736286,31.664467,-35.487112,-0.195493,-0.000434,0.007022,-0.509521,0.860429,0.000000,0.000000,0.000000,19.156532,-44.492130,-1.277739,map,1,9.983333,2
1628249923.761248,32.275637,-36.585470,-0.200665,0.001689,0.006520,-0.542214,0.840214,0.000000,0.000000,0.000000,19.415805,-45.702518,-1.341748,map,1,9.943333,2
1628249924.748784,32.824882,-37.755322,-0.232120,-0.000740,-0.000399,-0.557684,0.830053,0.000000,0.000000,0.000000,19.624222,-47.157263,-1.391759,map,1,9.923333,2
