timestamp,x,y,z,frame,pitch,roll,yaw,attitude_source,velocity,attitude_valid
1628249877.999503,0.000000,0.000000,0.000000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249878.999503,-0.028644,-0.022174,-0.003000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249879.999503,-0.028644,0.033261,-0.044000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249880.999503,-0.076383,0.133044,-0.062000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249881.999503,-0.190957,0.133044,0.017000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249882.999503,-0.305532,0.044348,0.052000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249883.999502,-0.181410,0.133044,0.172000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249884.999502,0.143218,0.277176,0.142000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249885.999502,0.467846,0.321524,0.012000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249886.999502,0.821117,0.299350,0.064000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249887.999502,1.384441,0.166306,0.085000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249888.999502,1.976409,-0.099783,0.269000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249889.999502,2.377419,-0.410220,0.263000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249890.999502,2.826169,-0.753918,0.175999,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249891.999501,3.294015,-1.164138,0.034999,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249892.999501,3.780956,-1.651968,-0.024001,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249893.999501,4.248802,-2.184146,-0.109002,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249894.999501,4.678457,-2.838281,-0.131002,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249895.999501,5.241781,-3.470242,-0.010003,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249896.999501,5.948324,-3.991332,0.155996,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249897.999501,6.673963,-4.423726,0.309995,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249898.999501,7.428245,-4.700902,0.301994,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249899.999501,8.087048,-4.955903,0.161993,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249900.999500,8.640825,-5.188730,0.024992,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249901.999500,9.347368,-5.543515,0.103991,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249902.999500,10.292608,-6.075692,-0.025011,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249903.999500,11.276039,-6.674391,-0.137013,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249904.999500,12.297662,-7.250915,-0.343016,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249906.000500,10.439705,-11.953427,-0.484971,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249907.000500,11.631208,-13.161073,-0.292975,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249908.000499,13.052106,-14.373959,-0.271981,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249909.000499,14.452700,-15.556848,-0.302987,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249910.000499,15.897360,-16.789197,-0.365993,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249911.000499,17.281112,-18.176590,-0.161000,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249912.000499,18.581059,-19.758190,-0.146009,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249913.000499,20.055097,-21.023512,-0.241017,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249914.000499,21.437983,-22.352279,-0.320026,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249915.000499,22.740951,-23.771513,-0.304036,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249916.000499,23.881920,-25.347633,-0.454046,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249917.000499,24.979689,-26.932919,-0.588056,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249918.000498,26.162995,-28.441250,-0.585068,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249919.000498,27.680235,-29.697405,-0.731080,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249920.000498,29.512837,-30.788639,-0.745093,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249921.000498,31.243920,-31.974921,-0.924107,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249922.000498,32.628539,-33.420937,-1.057121,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249923.000498,33.539243,-34.688154,-1.193133,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249924.000498,34.213633,-35.726162,-1.257142,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249925.000498,34.927775,-37.010577,-1.307153,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249926.000497,35.841942,-38.512296,-1.302167,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249927.000497,36.931502,-39.908194,-1.274182,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249928.000497,38.120406,-40.694921,-1.477194,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249929.000497,39.196544,-41.059602,-1.773203,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249930.000497,40.394931,-41.020988,-1.955210,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249931.000497,41.626124,-40.024666,-1.976211,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249932.000497,42.051633,-39.370803,-2.046210,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249933.000497,42.163519,-39.244148,-2.197210,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249934.000496,42.217086,-39.203378,-2.239210,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249935.000496,42.108227,-39.412704,-2.123211,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249936.000496,42.014920,-39.697140,-2.245212,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249937.000496,42.010175,-39.987291,-2.329214,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249938.000496,42.021843,-40.166143,-2.483215,map,0.000000,0.000000,0.000000,0,0.000000,0
