timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.636374,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,0.279553,-0.362448,-0.130561,map,1,10.273333,2
1628249885.161952,0.512592,0.024715,-0.003426,0.000248,0.000016,-0.120325,0.992734,0.000000,0.000000,0.000000,0.559140,-0.223995,0.011439,map,1,10.023333,2
1628249886.662038,1.004236,-0.051683,-0.000952,-0.000706,-0.000397,-0.251639,0.967821,0.000000,0.000000,0.000000,1.118408,-0.607736,-0.066561,map,1,10.043333,2
1628249887.662062,1.507257,-0.305428,-0.005790,-0.001423,-0.000311,-0.391712,0.920087,0.000000,0.000000,0.000000,1.493416,-1.048649,-0.045561,map,1,10.016667,2
1628249888.674632,2.008849,-0.806639,-0.002675,0.000621,0.004309,-0.469781,0.882772,0.000000,0.000000,0.000000,1.812682,-1.613714,0.138439,map,1,9.980000,2
1628249889.662198,2.321711,-1.260114,-0.010538,0.000099,0.002361,-0.491753,0.870731,0.000000,0.000000,0.000000,1.951834,-2.101379,0.132439,map,1,9.966667,2
1628249890.674807,2.606906,-1.688886,-0.014271,-0.000241,0.001306,-0.521971,0.852962,0.000000,0.000000,0.000000,2.109742,-2.644122,0.045438,map,1,9.940000,2
1628249891.687375,2.883765,-2.194917,-0.026808,0.000285,0.000495,-0.554282,0.832329,0.000000,0.000000,0.000000,2.243624,-3.251770,-0.095562,map,1,9.946667,2
1628249892.674946,3.140031,-2.795473,-0.024974,0.001304,-0.000391,-0.583128,0.812379,0.000000,0.000000,0.000000,2.346912,-3.933254,-0.154562,map,1,9.936667,2
1628249893.675024,3.370737,-3.460806,-0.028623,0.002674,-0.000810,-0.615580,0.788069,0.000000,0.000000,0.000000,2.408543,-4.639154,-0.239563,map,1,9.940000,2
1628249894.687605,3.502152,-4.200138,-0.021397,0.001506,-0.002075,-0.599456,0.800404,0.000000,0.000000,0.000000,2.367156,-5.420680,-0.261563,map,1,10.040000,2
1628249895.687652,3.756118,-4.940543,-0.032253,-0.003025,-0.002041,-0.495675,0.868501,0.000000,0.000000,0.000000,2.446593,-6.263532,-0.140564,map,1,10.166667,2
