timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z
1628249877.524006,-0.000015,-0.000147,0.000016,0.000043,0.000034,0.000059,1.000000,0.000000,0.000000,0.000000
1628249877.636494,0.002006,-0.008419,0.001015,0.000287,0.000019,-0.000238,1.000000,0.000000,0.000000,0.000000
1628249877.736483,0.008126,-0.012156,0.000841,0.000360,0.000016,-0.000092,1.000000,0.000000,0.000000,0.000000
1628249877.836578,0.003903,-0.007768,0.000360,0.000235,0.000012,-0.000356,1.000000,0.000000,0.000000,0.000000
1628249877.936503,0.008212,-0.007460,-0.000427,0.000280,-0.000025,-0.000249,1.000000,0.000000,0.000000,0.000000
1628249878.036468,0.005208,-0.007803,0.000144,0.000278,0.000015,-0.000183,1.000000,0.000000,0.000000,0.000000
1628249878.136543,0.007608,-0.008767,-0.000104,0.000318,0.000015,-0.000261,1.000000,0.000000,0.000000,0.000000
1628249878.224026,0.005648,-0.007933,0.000151,0.000291,-0.000016,-0.000063,1.000000,0.000000,0.000000,0.000000
1628249878.336470,0.005025,-0.008744,0.000095,0.000295,-0.000002,-0.000238,1.000000,0.000000,0.000000,0.000000
1628249878.449012,0.005377,-0.008262,0.000428,0.000295,0.000033,-0.000214,1.000000,0.000000,0.000000,0.000000
1628249878.548975,0.006496,-0.009027,0.000269,0.000305,0.000003,-0.000110,1.000000,0.000000,0.000000,0.000000
1628249878.649033,0.005997,-0.008341,0.000279,0.000293,0.000001,-0.000172,1.000000,0.000000,0.000000,0.000000
1628249878.724038,0.006486,-0.007484,0.000273,0.000298,-0.000002,-0.000139,1.000000,0.000000,0.000000,0.000000
1628249878.836476,0.007186,-0.008284,0.000113,0.000298,0.000000,-0.000247,1.000000,0.000000,0.000000,0.000000
1628249878.936552,0.006074,-0.008884,-0.000033,0.000298,0.000006,-0.000207,1.000000,0.000000,0.000000,0.000000
1628249879.036477,0.005612,-0.008703,0.000194,0.000295,0.000003,-0.000264,1.000000,0.000000,0.000000,0.000000
1628249879.136477,0.005510,-0.008469,0.000151,0.000286,0.000010,-0.000212,1.000000,0.000000,0.000000,0.000000
1628249879.249054,0.005619,-0.008605,0.000254,0.000292,0.000013,-0.000168,1.000000,0.000000,0.000000,0.000000
1628249879.336481,0.006088,-0.008434,0.000035,0.000290,0.000023,-0.000245,1.000000,0.000000,0.000000,0.000000
1628249879.436482,0.006251,-0.009290,0.000079,0.000291,0.000008,-0.000188,1.000000,0.000000,0.000000,0.000000
1628249879.536519,0.005630,-0.009460,0.000162,0.000294,0.000005,-0.000173,1.000000,0.000000,0.000000,0.000000
1628249879.636530,0.005673,-0.008843,0.000217,0.000297,0.000008,-0.000168,1.000000,0.000000,0.000000,0.000000
1628249879.736575,0.005731,-0.009055,0.000291,0.000289,0.000020,-0.000086,1.000000,0.000000,0.000000,0.000000
1628249879.849068,0.005750,-0.009123,0.000228,0.000290,0.000011,-0.000137,1.000000,0.000000,0.000000,0.000000
1628249879.948991,0.006906,-0.009628,0.000309,0.000297,0.000012,-0.000232,1.000000,0.000000,0.000000,0.000000
1628249880.049047,0.007037,-0.009751,0.000413,0.000300,0.000012,-0.000144,1.000000,0.000000,0.000000,0.000000
1628249880.136497,0.006126,-0.010077,0.000200,0.000294,0.000009,-0.000181,1.000000,0.000000,0.000000,0.000000
1628249880.236490,0.006772,-0.010417,0.000181,0.000304,0.000004,-0.000146,1.000000,0.000000,0.000000,0.000000
1628249880.336520,0.006213,-0.009975,0.000327,0.000296,-0.000008,-0.000133,1.000000,0.000000,0.000000,0.000000
1628249880.449047,0.005895,-0.008955,0.000140,0.000286,0.000007,-0.000096,1.000000,0.000000,0.000000,0.000000
1628249880.549000,0.005648,-0.008505,0.000018,0.000302,0.000006,-0.000205,1.000000,0.000000,0.000000,0.000000
1628249880.636513,0.004635,-0.007656,0.000108,0.000297,0.000007,-0.000183,1.000000,0.000000,0.000000,0.000000
1628249880.749004,0.005559,-0.007564,0.000130,0.000295,0.000001,-0.000158,1.000000,0.000000,0.000000,0.000000
