timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.648764,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,0.282495,-0.365957,-0.131507,map,1,10.273333,2
1628249885.161178,0.512578,0.024706,-0.003427,0.000261,0.000033,-0.120694,0.992690,0.000000,0.000000,0.000000,0.562073,-0.227486,0.010493,map,1,10.023333,2
1628249886.661166,1.004142,-0.051943,-0.000938,-0.000683,-0.000359,-0.252355,0.967634,0.000000,0.000000,0.000000,1.121365,-0.611191,-0.067507,map,1,10.043333,2
1628249887.661078,1.506715,-0.306192,-0.005682,-0.001387,-0.000256,-0.392721,0.919656,0.000000,0.000000,0.000000,1.496401,-1.052080,-0.046507,map,1,10.016667,2
1628249888.661059,2.010740,-0.812925,-0.003505,0.000692,0.004456,-0.471087,0.882075,0.000000,0.000000,0.000000,1.815703,-1.617125,0.137493,map,1,9.980000,2
1628249889.673599,2.318335,-1.263832,-0.011678,0.000100,0.002415,-0.493325,0.869841,0.000000,0.000000,0.000000,1.954886,-2.104781,0.131493,map,1,9.966667,2
1628249890.661081,2.601080,-1.693473,-0.013886,-0.000207,0.001430,-0.523823,0.851826,0.000000,0.000000,0.000000,2.112829,-2.647514,0.044492,map,1,9.940000,2
1628249891.673578,2.876124,-2.198003,-0.025968,0.000357,0.000646,-0.556410,0.830908,0.000000,0.000000,0.000000,2.246749,-3.255153,-0.096508,map,1,9.946667,2
1628249892.673520,3.126756,-2.796246,-0.026252,0.001341,-0.000266,-0.585507,0.810667,0.000000,0.000000,0.000000,2.350081,-3.936631,-0.155508,map,1,9.936667,2
1628249893.686027,3.359137,-3.470052,-0.030724,0.002666,-0.000671,-0.618157,0.786050,0.000000,0.000000,0.000000,2.411757,-4.642527,-0.240509,map,1,9.940000,2
1628249894.685995,3.481958,-4.208049,-0.022957,0.001509,-0.001955,-0.602252,0.798302,0.000000,0.000000,0.000000,2.370420,-5.424055,-0.262509,map,1,10.040000,2
1628249895.685935,3.738817,-4.958773,-0.034518,-0.003048,-0.001747,-0.499110,0.866532,0.000000,0.000000,0.000000,2.449911,-6.266902,-0.141510,map,1,10.166667,2
1628249896.685913,4.183461,-5.620297,-0.023149,-0.003590,-0.000470,-0.415403,0.909630,0.000000,0.000000,0.000000,2.710464,-7.105264,0.024489,map,1,10.223333,2
1628249897.685977,4.760864,-6.248408,-0.037760,-0.001769,-0.002439,-0.354709,0.934972,0.000000,0.000000,0.000000,3.038943,-7.883478,0.178488,map,1,10.270000,2
1628249898.698413,5.446633,-6.775650,-0.020971,0.001173,-0.001252,-0.346555,0.938028,0.000000,0.000000,0.000000,3.482448,-8.553606,0.170487,map,1,10.366667,2
1628249899.685923,6.074190,-7.323762,-0.023312,0.004427,-0.001370,-0.375846,0.926671,0.000000,0.000000,0.000000,3.862164,-9.149310,0.030486,map,1,10.463333,2
1628249900.710854,6.505246,-7.739262,-0.018909,0.005622,-0.001104,-0.392119,0.919897,0.000000,0.000000,0.000000,4.170399,-9.664934,-0.106515,map,1,10.540000,2
1628249901.710853,7.024653,-8.262539,-0.014965,0.005604,-0.000430,-0.407810,0.913049,0.000000,0.000000,0.000000,4.529468,-10.369310,-0.027516,map,1,10.583333,2
1628249902.698400,7.690427,-9.004714,-0.045627,-0.000379,-0.008942,-0.425575,0.904879,0.000000,0.000000,0.000000,4.975763,-11.358001,-0.156518,map,1,10.600000,2
1628249903.198382,8.057182,-9.424086,0.001524,0.006396,0.008017,-0.432977,0.901346,0.000000,0.000000,0.000000,4.975763,-11.358001,-0.156518,map,1,10.600000,2
1628249903.698341,8.437911,-9.875664,-0.114566,0.004407,0.015447,-0.438887,0.898399,0.000000,0.000000,0.000000,5.413421,-12.422911,-0.268520,map,1,10.593333,2
1628249904.198363,8.759104,-10.320006,0.035848,-0.005927,-0.011012,-0.436207,0.899760,0.000000,0.000000,0.000000,5.413421,-12.422911,-0.268520,map,1,10.593333,2
