timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z
1628249877.436584,-0.000059,-0.000234,0.000057,-0.000090,0.000033,0.000125,1.000000,0.000000,0.000000,0.000000
1628249877.536583,-0.000062,-0.001922,-0.000682,0.000059,0.000046,-0.000179,1.000000,0.000000,0.000000,0.000000
1628249877.636573,-0.004790,0.002603,0.000397,0.000364,0.000133,-0.000157,1.000000,0.000000,0.000000,0.000000
1628249877.724066,-0.006488,0.001802,0.000846,0.000224,0.000145,-0.000182,1.000000,0.000000,0.000000,0.000000
1628249877.836635,-0.005702,0.002932,0.000535,0.000156,0.000121,-0.000189,1.000000,0.000000,0.000000,0.000000
1628249877.936610,-0.006566,0.001777,0.000311,0.000184,0.000106,-0.000248,1.000000,0.000000,0.000000,0.000000
1628249878.036610,-0.006371,0.000640,0.000557,0.000217,0.000111,-0.000071,1.000000,0.000000,0.000000,0.000000
1628249878.136607,-0.006579,0.001287,0.000541,0.000260,0.000129,-0.000076,1.000000,0.000000,0.000000,0.000000
1628249878.224121,-0.006645,0.000688,0.000469,0.000170,0.000122,-0.000102,1.000000,0.000000,0.000000,0.000000
1628249878.336539,-0.005824,0.000710,0.000387,0.000206,0.000126,-0.000132,1.000000,0.000000,0.000000,0.000000
1628249878.436599,-0.005169,0.001011,0.000272,0.000226,0.000130,-0.000041,1.000000,0.000000,0.000000,0.000000
1628249878.536570,-0.005035,0.000112,0.000324,0.000233,0.000111,-0.000056,1.000000,0.000000,0.000000,0.000000
1628249878.649075,-0.005288,0.000212,0.000119,0.000205,0.000120,-0.000070,1.000000,0.000000,0.000000,0.000000
1628249878.724008,-0.005692,0.000535,0.000031,0.000197,0.000127,-0.000152,1.000000,0.000000,0.000000,0.000000
1628249878.849010,-0.005473,0.000488,0.000196,0.000211,0.000117,-0.000114,1.000000,0.000000,0.000000,0.000000
1628249878.936523,-0.005765,0.000027,0.000243,0.000212,0.000118,-0.000091,1.000000,0.000000,0.000000,0.000000
1628249879.024000,-0.005579,-0.000394,0.000209,0.000219,0.000121,-0.000179,1.000000,0.000000,0.000000,0.000000
1628249879.136527,-0.006259,0.000268,0.000140,0.000210,0.000121,-0.000064,1.000000,0.000000,0.000000,0.000000
1628249879.236570,-0.005938,-0.000261,0.000234,0.000212,0.000119,-0.000103,1.000000,0.000000,0.000000,0.000000
1628249879.336459,-0.005553,-0.000005,0.000147,0.000218,0.000121,-0.000074,1.000000,0.000000,0.000000,0.000000
1628249879.436541,-0.005892,-0.000405,0.000083,0.000215,0.000123,-0.000091,1.000000,0.000000,0.000000,0.000000
1628249879.536477,-0.005590,-0.000852,0.000023,0.000210,0.000125,-0.000057,1.000000,0.000000,0.000000,0.000000
1628249879.636516,-0.004886,-0.000281,0.000149,0.000217,0.000123,-0.000144,1.000000,0.000000,0.000000,0.000000
1628249879.736551,-0.005149,-0.000450,0.000212,0.000208,0.000126,-0.000075,1.000000,0.000000,0.000000,0.000000
1628249879.836453,-0.005385,-0.000969,0.000230,0.000205,0.000114,-0.000120,1.000000,0.000000,0.000000,0.000000
1628249879.949013,-0.004724,-0.001015,0.000157,0.000213,0.000123,-0.000159,1.000000,0.000000,0.000000,0.000000
1628249880.048984,-0.004034,-0.000985,0.000199,0.000217,0.000132,-0.000111,1.000000,0.000000,0.000000,0.000000
1628249880.136486,-0.004317,-0.001899,0.000187,0.000219,0.000116,-0.000121,1.000000,0.000000,0.000000,0.000000
1628249880.248940,-0.005234,-0.001244,0.000253,0.000224,0.000116,-0.000072,1.000000,0.000000,0.000000,0.000000
1628249880.348946,-0.005648,-0.000293,0.000291,0.000198,0.000131,-0.000028,1.000000,0.000000,0.000000,0.000000
1628249880.436479,-0.005480,-0.000029,0.000250,0.000209,0.000123,-0.000027,1.000000,0.000000,0.000000,0.000000
1628249880.548925,-0.006058,0.000158,0.000176,0.000213,0.000125,-0.000222,1.000000,0.000000,0.000000,0.000000
1628249880.636417,-0.007328,0.000234,0.000227,0.000217,0.000120,-0.000149,1.000000,0.000000,0.000000,0.000000
1628249880.736414,-0.007442,0.000979,0.000325,0.000210,0.000125,-0.000081,1.000000,0.000000,0.000000,0.000000
1628249880.836412,-0.006742,0.000431,0.000222,0.000206,0.000126,-0.000137,1.000000,0.000000,0.000000,0.000000
1628249880.948905,-0.006215,-0.000566,0.000192,0.000214,0.000121,-0.000105,1.000000,0.000000,0.000000,0.000000
1628249881.048921,-0.005320,-0.001075,0.000218,0.000208,0.000128,-0.000078,1.000000,0.000000,0.000000,0.000000
1628249881.148989,-0.005249,-0.000413,0.000176,0.000208,0.000123,-0.000129,1.000000,0.000000,0.000000,0.000000
1628249881.236502,-0.004785,-0.000012,0.000074,0.000203,0.000126,-0.000112,1.000000,0.000000,0.000000,0.000000
1628249881.336418,-0.005834,0.000139,0.000057,0.000212,0.000114,-0.000105,1.000000,0.000000,0.000000,0.000000
1628249881.436381,-0.005640,-0.000157,0.000120,0.000215,0.000115,-0.000139,1.000000,0.000000,0.000000,0.000000
1628249881.536433,-0.005514,0.000154,0.000203,0.000209,0.000118,-0.000086,1.000000,0.000000,0.000000,0.000000
1628249881.648921,-0.005948,0.000038,0.000324,0.000203,0.000123,-0.000065,1.000000,0.000000,0.000000,0.000000
1628249881.748889,-0.005899,0.000054,0.000342,0.000209,0.000119,-0.000067,1.000000,0.000000,0.000000,0.000000
1628249881.848885,-0.005989,-0.000241,0.000229,0.000207,0.000118,-0.000151,1.000000,0.000000,0.000000,0.000000
1628249881.948859,-0.006439,0.000284,0.000193,0.000204,0.000126,-0.000153,1.000000,0.000000,0.000000,0.000000
1628249882.048855,-0.006794,0.000664,0.000300,0.000205,0.000119,-0.000149,1.000000,0.000000,0.000000,0.000000
1628249882.148895,-0.006402,0.000997,0.000331,0.000199,0.000128,-0.000218,1.000000,0.000000,0.000000,0.000000
1628249882.248848,-0.005576,0.000709,0.000265,0.000199,0.000116,-0.000116,1.000000,0.000000,0.000000,0.000000
1628249882.348912,-0.004986,0.001195,0.000184,0.000199,0.000121,-0.000151,1.000000,0.000000,0.000000,0.000000
1628249882.436394,-0.004677,0.001385,0.000164,0.000201,0.000127,-0.000148,1.000000,0.000000,0.000000,0.000000
1628249882.548872,-0.004663,0.001476,0.000211,0.000208,0.000115,-0.000148,1.000000,0.000000,0.000000,0.000000
1628249882.648826,-0.003905,0.000495,0.000236,0.000205,0.000115,-0.000196,1.000000,0.000000,0.000000,0.000000
1628249882.748868,-0.004456,0.000848,0.000146,0.000202,0.000117,-0.000172,1.000000,0.000000,0.000000,0.000000
