timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid
1628249877.524172,-0.000015,-0.000147,0.000016,0.000043,0.000034,0.000059,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249877.636648,0.002006,-0.008419,0.001015,0.000287,0.000019,-0.000238,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249877.736635,0.008126,-0.012156,0.000841,0.000360,0.000016,-0.000092,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249877.849149,0.003903,-0.007768,0.000360,0.000235,0.000012,-0.000356,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249877.936654,0.008212,-0.007460,-0.000427,0.000280,-0.000025,-0.000249,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.049169,0.005208,-0.007803,0.000144,0.000278,0.000015,-0.000183,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.149214,0.007608,-0.008767,-0.000104,0.000318,0.000015,-0.000261,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.224196,0.005648,-0.007933,0.000151,0.000291,-0.000016,-0.000063,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.336657,0.005025,-0.008744,0.000095,0.000295,-0.000002,-0.000238,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.436660,0.005377,-0.008262,0.000428,0.000295,0.000033,-0.000214,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.536668,0.006496,-0.009027,0.000269,0.000305,0.000003,-0.000110,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.636662,0.005997,-0.008341,0.000279,0.000293,0.000001,-0.000172,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.724225,0.006486,-0.007484,0.000273,0.000298,-0.000002,-0.000139,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.849170,0.007186,-0.008284,0.000113,0.000298,0.000000,-0.000247,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249878.936744,0.006074,-0.008884,-0.000033,0.000298,0.000006,-0.000207,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.036666,0.005612,-0.008703,0.000194,0.000295,0.000003,-0.000264,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.136720,0.005510,-0.008469,0.000151,0.000286,0.000010,-0.000212,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.236722,0.005619,-0.008605,0.000254,0.000292,0.000013,-0.000168,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.336727,0.006088,-0.008434,0.000035,0.000290,0.000023,-0.000245,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.449215,0.006251,-0.009290,0.000079,0.000291,0.000008,-0.000188,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.536672,0.005630,-0.009460,0.000162,0.000294,0.000005,-0.000173,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.649240,0.005673,-0.008843,0.000217,0.000297,0.000008,-0.000168,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.736760,0.005731,-0.009055,0.000291,0.000289,0.000020,-0.000086,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.836751,0.005750,-0.009123,0.000228,0.000290,0.000011,-0.000137,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249879.949245,0.006906,-0.009628,0.000309,0.000297,0.000012,-0.000232,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.036658,0.007037,-0.009751,0.000413,0.000300,0.000012,-0.000144,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.136675,0.006126,-0.010077,0.000200,0.000294,0.000009,-0.000181,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.249237,0.006772,-0.010417,0.000181,0.000304,0.000004,-0.000146,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.349254,0.006213,-0.009975,0.000327,0.000296,-0.000008,-0.000133,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.436676,0.005895,-0.008955,0.000140,0.000286,0.000007,-0.000096,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.549245,0.005648,-0.008505,0.000018,0.000302,0.000006,-0.000205,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.636796,0.004635,-0.007656,0.000108,0.000297,0.000007,-0.000183,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.749171,0.005559,-0.007564,0.000130,0.000295,0.000001,-0.000158,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.836665,0.005988,-0.007777,0.000019,0.000291,0.000008,-0.000234,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249880.949170,0.005937,-0.008665,0.000183,0.000291,0.000009,-0.000201,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.049266,0.006844,-0.008909,0.000203,0.000299,0.000006,-0.000187,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.149207,0.006254,-0.008786,0.000182,0.000287,0.000007,-0.000229,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.236741,0.006515,-0.008368,0.000158,0.000294,0.000007,-0.000233,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.349195,0.005698,-0.008484,0.000242,0.000292,0.000002,-0.000165,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.436706,0.006397,-0.009241,0.000219,0.000295,0.000006,-0.000220,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.549219,0.006340,-0.008876,0.000210,0.000292,0.000007,-0.000178,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.649252,0.005593,-0.009087,0.000189,0.000288,0.000007,-0.000138,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.749233,0.005578,-0.009337,0.000054,0.000293,0.000009,-0.000152,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.849211,0.005238,-0.008898,0.000134,0.000288,0.000009,-0.000191,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249881.949233,0.005249,-0.007573,0.000142,0.000286,0.000006,-0.000229,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249882.036793,0.005022,-0.006584,0.000256,0.000289,-0.000002,-0.000237,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
1628249882.136750,0.005719,-0.006333,0.000130,0.000283,0.000006,-0.000283,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0
