timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.648849,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,-0.862635,-0.744498,4.660800,map,0,10.273333,1
1628249880.148823,0.007151,-0.015026,-0.003534,0.000256,-0.000141,-0.000623,1.000000,0.000000,0.000000,0.000000,-0.866214,-0.700749,4.616800,map,0,10.213333,1
1628249882.636286,0.001355,-0.004099,-0.002050,0.000193,-0.000308,-0.000841,1.000000,0.000000,0.000000,0.000000,-1.083529,-0.528808,4.712800,map,0,10.103333,1
1628249884.661263,0.314335,0.026707,0.003235,0.000338,-0.000199,-0.069529,0.997580,0.000000,0.000000,0.000000,-0.583707,-0.604724,4.802800,map,0,10.023333,1
1628249885.661238,0.683519,0.016903,-0.002494,-0.000117,-0.000179,-0.162574,0.986696,0.000000,0.000000,0.000000,-0.295169,-0.759951,4.672800,map,0,10.013333,1
1628249886.648725,1.004389,-0.050987,-0.000916,-0.000744,-0.000467,-0.250347,0.968156,0.000000,0.000000,0.000000,-0.022630,-0.985815,4.724800,map,0,10.043333,1
1628249887.661209,1.508111,-0.303371,-0.005667,-0.001464,-0.000423,-0.389879,0.920865,0.000000,0.000000,0.000000,0.354460,-1.424948,4.745800,map,0,10.016667,1
1628249889.161180,2.187890,-1.041305,-0.013691,0.000377,0.003521,-0.478862,0.877883,0.000000,0.000000,0.000000,0.676395,-1.988497,4.929800,map,1,9.980000,2
1628249891.173702,2.762458,-1.926470,-0.016894,0.000193,0.000973,-0.537178,0.843468,0.000000,0.000000,0.000000,0.978327,-3.017488,4.836799,map,1,9.940000,2
1628249893.173624,3.283610,-3.108486,-0.024967,0.001669,-0.001949,-0.595961,0.803009,0.000000,0.000000,0.000000,1.221593,-4.305484,4.636799,map,1,9.936667,2
1628249894.673667,3.535010,-4.183945,-0.019359,0.001472,-0.002436,-0.594385,0.804176,0.000000,0.000000,0.000000,1.248874,-5.792797,4.529798,map,0,10.040000,1
1628249895.673670,3.798345,-4.921068,-0.029691,-0.003110,-0.002458,-0.489674,0.871897,0.000000,0.000000,0.000000,1.332297,-6.635264,4.650797,map,0,10.166667,1
1628249896.686109,4.262096,-5.581142,-0.016498,-0.003644,-0.001111,-0.404895,0.914355,0.000000,0.000000,0.000000,1.596761,-7.472400,4.816796,map,0,10.223333,1
1628249898.186113,5.185474,-6.441094,-0.024849,-0.000955,-0.003327,-0.324851,0.945759,0.000000,0.000000,0.000000,1.928869,-8.249073,4.970795,map,0,10.270000,1
1628249899.686062,6.190375,-7.236719,-0.013699,0.004113,-0.002137,-0.362587,0.931939,0.000000,0.000000,0.000000,2.757988,-9.511049,4.822793,map,0,10.463333,1
1628249901.698555,7.172882,-8.139793,-0.003680,0.005457,-0.001251,-0.393485,0.919314,0.000000,0.000000,0.000000,3.430979,-10.727921,4.764791,map,0,10.583333,1
1628249903.198541,8.246209,-9.276427,0.015932,0.005908,0.007121,-0.417437,0.908659,0.000000,0.000000,0.000000,3.881883,-11.714519,4.635789,map,0,10.600000,1
1628249904.198535,8.969155,-10.133470,0.052345,-0.006070,-0.012306,-0.419196,0.907792,0.000000,0.000000,0.000000,4.324507,-12.777374,4.523787,map,0,10.593333,1
1628249905.198472,9.747351,-11.003438,-0.028556,0.005238,-0.001972,-0.402586,0.915365,0.000000,0.000000,0.000000,4.811057,-13.844784,4.317784,map,0,10.616667,1
1628249906.210933,10.663281,-11.954399,-0.031648,0.000412,-0.003628,-0.383938,0.923352,0.000000,0.000000,0.000000,5.285817,-15.123040,4.241781,map,0,10.680000,1
1628249907.198403,11.852156,-13.077213,-0.041923,0.002399,0.003842,-0.359481,0.933141,0.000000,0.000000,0.000000,6.048554,-16.638401,4.433776,map,0,10.760000,1
1628249908.223394,13.209581,-14.229108,-0.013924,0.002556,-0.003401,-0.333338,0.942798,0.000000,0.000000,0.000000,7.027977,-18.229243,4.454771,map,0,10.766667,1
1628249909.210889,14.760093,-15.427384,-0.026918,-0.000774,0.001497,-0.326436,0.945218,0.000000,0.000000,0.000000,7.997295,-19.785299,4.423765,map,0,10.783333,1
1628249910.210862,16.321639,-16.622636,-0.003228,-0.005787,0.003841,-0.385714,0.922592,0.000000,0.000000,0.000000,8.993348,-21.401964,4.360759,map,0,10.793333,1
1628249911.223347,17.637115,-18.029753,-0.017107,-0.007513,0.001972,-0.450809,0.892587,0.000000,0.000000,0.000000,9.883795,-23.147454,4.565752,map,0,10.716667,1
1628249912.223369,18.760506,-19.549087,-0.020735,0.003814,-0.001473,-0.351387,0.936221,0.000000,0.000000,0.000000,10.634812,-25.051999,4.580743,map,0,10.680000,1
1628249912.723324,19.621294,-20.225894,-0.025006,0.002096,0.000339,-0.315546,0.948908,0.000000,0.000000,0.000000,11.648689,-26.709069,4.485735,map,0,10.640000,1
1628249913.210836,20.466757,-20.827008,-0.024655,-0.002092,-0.000812,-0.345033,0.938588,0.000000,0.000000,0.000000,11.648689,-26.709069,4.485735,map,0,10.640000,1
1628249914.223346,21.931171,-22.120842,-0.024807,-0.002177,-0.001393,-0.396615,0.917981,0.000000,0.000000,0.000000,12.556328,-28.398503,4.406726,map,0,10.556667,1
1628249915.223333,23.239872,-23.546358,-0.026055,-0.000174,-0.000963,-0.431289,0.902213,0.000000,0.000000,0.000000,13.360116,-30.149467,4.422716,map,0,10.426667,1
1628249915.710781,23.883911,-24.339598,-0.027518,-0.000412,-0.001129,-0.457272,0.889326,0.000000,0.000000,0.000000,13.961531,-31.999945,4.272706,map,0,10.310000,1
1628249916.723307,25.019620,-25.937864,-0.031121,-0.001495,-0.001099,-0.481871,0.876240,0.000000,0.000000,0.000000,14.519021,-33.845868,4.138696,map,0,10.220000,1
1628249917.735738,26.093469,-27.520567,-0.026791,0.002179,-0.001383,-0.423283,0.905994,0.000000,0.000000,0.000000,15.181556,-35.644846,4.141684,map,0,10.140000,1
1628249918.735735,27.445450,-28.925852,-0.030399,0.005222,-0.003416,-0.316273,0.948648,0.000000,0.000000,0.000000,16.239362,-37.306468,3.995672,map,0,10.130000,1
1628249919.248260,28.252250,-29.544198,-0.037994,0.006047,-0.004015,-0.259195,0.965798,0.000000,0.000000,0.000000,16.239362,-37.306468,3.995672,map,0,10.130000,1
1628249919.735725,29.158393,-30.102731,-0.035380,0.002914,-0.001029,-0.247801,0.968806,0.000000,0.000000,0.000000,17.647950,-38.908062,3.981659,map,0,10.143333,1
1628249920.248217,30.097260,-30.594259,-0.032677,-0.002600,0.002975,-0.292576,0.956234,0.000000,0.000000,0.000000,17.647950,-38.908062,3.981659,map,0,10.143333,1
1628249920.735706,30.938714,-31.161378,-0.034821,-0.004855,0.003097,-0.349320,0.936986,0.000000,0.000000,0.000000,18.930723,-40.568907,3.802645,map,0,10.083333,1
1628249921.735716,32.367041,-32.500334,-0.051156,-0.002826,0.003942,-0.424608,0.905364,0.000000,0.000000,0.000000,19.803981,-42.370449,3.669631,map,0,10.023333,1
1628249922.748162,33.434432,-33.820536,-0.055016,-0.001044,0.005144,-0.481098,0.876651,0.000000,0.000000,0.000000,20.281200,-43.856208,3.533619,map,1,9.983333,2
1628249923.748137,34.116202,-34.876532,-0.055617,0.001170,0.004703,-0.514507,0.857473,0.000000,0.000000,0.000000,20.603976,-45.051231,3.469610,map,1,9.943333,2
1628249924.748143,34.740733,-36.008092,-0.082493,-0.000995,-0.002290,-0.530402,0.847743,0.000000,0.000000,0.000000,20.888859,-46.492953,3.419599,map,1,9.923333,2
1628249925.748189,35.452484,-37.436099,-0.093276,0.007769,-0.000087,-0.498471,0.866872,0.000000,0.000000,0.000000,21.297311,-48.202932,3.424585,map,1,9.903333,2
1628249926.748113,36.443526,-38.895075,-0.106631,0.009562,0.000703,-0.383544,0.923473,0.000000,0.000000,0.000000,21.905188,-49.866109,3.452570,map,1,9.943333,2
1628249927.748142,37.665268,-39.971079,-0.122208,0.011231,0.001495,-0.263444,0.964608,0.000000,0.000000,0.000000,22.794801,-50.980120,3.249558,map,0,10.023333,1
1628249928.748081,38.818436,-40.500056,-0.118659,0.011882,-0.002614,-0.081902,0.996566,0.000000,0.000000,0.000000,23.706800,-51.657854,2.953549,map,0,10.066667,1
1628249929.260572,39.383239,-40.565677,-0.125231,0.011249,-0.004314,0.039209,0.999158,0.000000,0.000000,0.000000,23.706800,-51.657854,2.953549,map,0,10.066667,1
1628249929.735575,40.055178,-40.504946,-0.110478,0.011462,-0.002671,0.187069,0.982276,0.000000,0.000000,0.000000,24.859065,-51.989375,2.771542,map,1,9.863333,2
1628249930.260576,40.662605,-40.235461,-0.108722,0.011644,-0.002189,0.354033,0.935158,0.000000,0.000000,0.000000,24.859065,-51.989375,2.771542,map,1,9.863333,2
