timestamp,x,y,z,frame,pitch,roll,yaw,attitude_source,velocity,attitude_valid
1628249877.999503,0.000000,0.000000,0.000000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249878.999503,-0.028644,-0.022174,-0.003000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249879.999503,-0.028644,0.033261,-0.044000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249880.999503,-0.076383,0.133044,-0.062000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249881.999503,-0.190957,0.133044,0.017000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249882.999503,-0.305532,0.044348,0.052000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249883.999502,-0.181410,0.133044,0.172000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249884.999502,0.143218,0.277176,0.142000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249885.999502,0.467846,0.321524,0.012000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249886.999502,0.821117,0.299350,0.064000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249887.999502,1.384441,0.166306,0.085000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249888.999502,1.976409,-0.099783,0.269000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249889.999502,2.377419,-0.410220,0.263000,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249890.999502,2.826169,-0.753918,0.175999,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249891.999501,3.294015,-1.164138,0.034999,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249892.999501,3.780956,-1.651968,-0.024001,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249893.999501,4.248802,-2.184146,-0.109002,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249894.999501,4.678457,-2.838281,-0.131002,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249895.999501,5.241781,-3.470242,-0.010003,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249896.999501,5.948324,-3.991332,0.155996,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249897.999501,6.673963,-4.423726,0.309995,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249898.999501,7.428245,-4.700902,0.301994,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249899.999501,8.087048,-4.955903,0.161993,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249900.999500,8.640825,-5.188730,0.024992,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249901.999500,9.347368,-5.543515,0.103991,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249902.999500,10.292608,-6.075692,-0.025011,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249903.999500,11.276039,-6.674391,-0.137013,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249904.999500,12.297662,-7.250915,-0.343016,enu,0.000000,0.000000,0.000000,0,0.000000,0
1628249906.000500,10.436942,-11.951494,-0.484467,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249907.000500,11.628377,-13.159207,-0.292471,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249908.000499,13.049207,-14.372174,-0.271477,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249909.000499,14.449734,-15.555141,-0.302482,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249910.000499,15.894325,-16.787572,-0.365489,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249911.000499,17.277998,-18.175043,-0.160496,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249912.000499,18.577856,-19.756717,-0.145504,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249913.000499,20.051823,-21.022121,-0.240513,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249914.000499,21.434635,-22.350966,-0.319522,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249915.000499,22.737523,-23.770273,-0.303531,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249916.000499,23.878403,-25.346458,-0.453541,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249917.000499,24.976083,-26.931806,-0.587552,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249918.000498,26.159303,-28.440203,-0.584563,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249919.000498,27.676472,-29.696444,-0.730575,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249920.000498,29.509013,-30.787781,-0.744589,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249921.000498,31.240029,-31.974161,-0.923603,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249922.000498,32.624567,-33.420255,-1.056617,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249923.000498,33.535199,-34.687522,-1.192628,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249924.000498,34.209531,-35.725569,-1.256638,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249925.000498,34.923600,-37.010024,-1.306649,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249926.000497,35.837683,-38.511795,-1.301663,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249927.000497,36.927164,-39.907754,-1.273678,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249928.000497,38.116024,-40.694548,-1.476689,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249929.000497,39.192142,-41.059289,-1.772698,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249930.000497,40.390530,-41.020743,-1.954705,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249931.000497,41.621780,-40.024491,-1.975707,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249932.000497,42.047326,-39.370651,-2.045706,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249933.000497,42.159218,-39.244003,-2.196706,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249934.000496,42.212788,-39.203236,-2.238706,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249935.000496,42.103917,-39.412555,-2.122706,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249936.000496,42.010594,-39.696986,-2.244707,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249937.000496,42.005833,-39.987137,-2.328709,map,0.000000,0.000000,0.000000,0,0.000000,0
1628249938.000496,42.017491,-40.165990,-2.482710,map,0.000000,0.000000,0.000000,0,0.000000,0
