timestamp,x,y,z,qx,qy,qz,qw,pos_std_x,pos_std_y,pos_std_z,gps_x,gps_y,gps_z,gps_frame,gps_valid,gps_hdop,gps_quality
1628249877.648960,0.001911,-0.007638,-0.007841,0.000368,-0.000367,-0.000818,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249880.148982,0.007151,-0.015026,-0.003534,0.000256,-0.000141,-0.000623,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249882.636497,0.001355,-0.004099,-0.002050,0.000193,-0.000308,-0.000841,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249884.649031,0.314335,0.026707,0.003235,0.000338,-0.000199,-0.069529,0.997580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249885.648982,0.683519,0.016903,-0.002494,-0.000117,-0.000179,-0.162574,0.986696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249886.648988,1.004389,-0.050987,-0.000916,-0.000744,-0.000467,-0.250347,0.968156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249887.661490,1.508111,-0.303371,-0.005667,-0.001464,-0.000423,-0.389879,0.920865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249888.673987,2.011720,-0.802562,-0.002384,0.000567,0.004161,-0.467452,0.884008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249889.661518,2.326996,-1.254364,-0.010077,0.000042,0.002174,-0.488901,0.872337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249890.674020,2.615019,-1.681243,-0.013613,-0.000297,0.001080,-0.518639,0.854993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249891.686484,2.895848,-2.185082,-0.025895,0.000234,0.000234,-0.550512,0.834827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249892.674077,3.157559,-2.783277,-0.023736,0.001262,-0.000684,-0.578951,0.815361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249893.673992,3.395108,-3.446190,-0.027001,0.002642,-0.001131,-0.611053,0.791585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249894.686543,3.535010,-4.183945,-0.019359,0.001472,-0.002436,-0.594385,0.804176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249895.686528,3.798345,-4.921068,-0.029691,-0.003110,-0.002458,-0.489674,0.871897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249896.686546,4.262096,-5.581142,-0.016498,-0.003644,-0.001111,-0.404895,0.914355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249897.698993,4.850588,-6.193053,-0.032776,-0.002147,-0.003145,-0.342922,0.939356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249898.686503,5.551224,-6.699813,-0.013313,0.000748,-0.001925,-0.334018,0.942564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249899.686547,6.190375,-7.236719,-0.013699,0.004113,-0.002137,-0.362587,0.931939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249900.699027,6.630376,-7.633043,-0.008186,0.005357,-0.001770,-0.378258,0.925683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249901.711492,7.172882,-8.139793,-0.003680,0.005457,-0.001251,-0.393485,0.919314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249902.699051,7.862171,-8.862680,-0.031697,-0.000497,-0.009862,-0.410558,0.911781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249903.199122,8.246209,-9.276427,0.015932,0.005908,0.007121,-0.417437,0.908659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249903.699048,8.639223,-9.715770,-0.100301,0.003751,0.014505,-0.422670,0.906160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249904.199003,8.969155,-10.133470,0.052345,-0.006070,-0.012306,-0.419196,0.907792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249904.711483,9.352811,-10.577365,-0.070549,0.007998,-0.001742,-0.409342,0.912345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249905.199003,9.747351,-11.003438,-0.028556,0.005238,-0.001972,-0.402586,0.915365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249905.711499,10.164552,-11.444473,-0.040208,0.002346,-0.005413,-0.394286,0.918969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249906.211538,10.663281,-11.954399,-0.031648,0.000412,-0.003628,-0.383938,0.923352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249906.711557,11.215558,-12.508756,-0.042029,-0.003373,-0.010725,-0.372059,0.928141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249907.199062,11.852156,-13.077213,-0.041923,0.002399,0.003842,-0.359481,0.933141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249907.699007,12.512349,-13.674933,-0.025018,0.002724,-0.003688,-0.344029,0.938948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249908.211491,13.209581,-14.229108,-0.013924,0.002556,-0.003401,-0.333338,0.942798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
1628249908.699063,13.950389,-14.810991,-0.011046,-0.000285,-0.003662,-0.327714,0.944770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,none,0,0.000000,0
